           1           1   5.00000000    
           1           2   0.00000000    
           1           3   0.00000000    
           1           4   0.00000000    
           1           5   0.00000000    
           1           6   0.00000000    
           1           7   0.00000000    
           1           8   0.00000000    
           1           9   0.00000000    
           1          10   0.00000000    
           1          11   0.00000000    
           1          12   0.00000000    
           1          13   0.00000000    
           1          14  -1.00000000    
           1          15  -1.00000000    
           2           1   0.00000000    
           2           2   5.00000000    
           2           3   0.00000000    
           2           4   0.00000000    
           2           5  -1.00000000    
           2           6   0.00000000    
           2           7   0.00000000    
           2           8  -1.00000000    
           2           9   0.00000000    
           2          10   0.00000000    
           2          11   0.00000000    
           2          12   0.00000000    
           2          13   0.00000000    
           2          14   0.00000000    
           2          15   0.00000000    
           3           1   0.00000000    
           3           2   0.00000000    
           3           3   5.00000000    
           3           4   0.00000000    
           3           5   0.00000000    
           3           6   0.00000000    
           3           7   0.00000000    
           3           8   0.00000000    
           3           9  -1.00000000    
           3          10   0.00000000    
           3          11   0.00000000    
           3          12  -1.00000000    
           3          13   0.00000000    
           3          14   0.00000000    
           3          15  -1.00000000    
           4           1   0.00000000    
           4           2   0.00000000    
           4           3   0.00000000    
           4           4   5.00000000    
           4           5   0.00000000    
           4           6   0.00000000    
           4           7   0.00000000    
           4           8  -1.00000000    
           4           9   0.00000000    
           4          10  -1.00000000    
           4          11  -1.00000000    
           4          12   0.00000000    
           4          13   0.00000000    
           4          14   0.00000000    
           4          15   0.00000000    
           5           1   0.00000000    
           5           2   0.00000000    
           5           3   0.00000000    
           5           4   0.00000000    
           5           5   4.80000019    
           5           6   0.00000000    
           5           7   0.00000000    
           5           8 -0.200000003    
           5           9   0.00000000    
           5          10  -1.00000000    
           5          11   0.00000000    
           5          12   0.00000000    
           5          13  -1.00000000    
           5          14   0.00000000    
           5          15   0.00000000    
           6           1   0.00000000    
           6           2   0.00000000    
           6           3   0.00000000    
           6           4   0.00000000    
           6           5   0.00000000    
           6           6   5.00000000    
           6           7   0.00000000    
           6           8   0.00000000    
           6           9   0.00000000    
           6          10   0.00000000    
           6          11   0.00000000    
           6          12  -1.00000000    
           6          13  -1.00000000    
           6          14  -1.00000000    
           6          15  -1.00000000    
           7           1   0.00000000    
           7           2   0.00000000    
           7           3   0.00000000    
           7           4   0.00000000    
           7           5   0.00000000    
           7           6   0.00000000    
           7           7   5.00000000    
           7           8   0.00000000    
           7           9   0.00000000    
           7          10  -1.00000000    
           7          11  -1.00000000    
           7          12   0.00000000    
           7          13  -1.00000000    
           7          14  -1.00000000    
           7          15   0.00000000    
           8           1   0.00000000    
           8           2   0.00000000    
           8           3   0.00000000    
           8           4   0.00000000    
           8           5   0.00000000    
           8           6   0.00000000    
           8           7   0.00000000    
           8           8   4.59166718    
           8           9   0.00000000    
           8          10 -0.241666675    
           8          11 -0.200000003    
           8          12  -1.00000000    
           8          13  -1.04166663    
           8          14   0.00000000    
           8          15   0.00000000    
           9           1   0.00000000    
           9           2   0.00000000    
           9           3   0.00000000    
           9           4   0.00000000    
           9           5   0.00000000    
           9           6   0.00000000    
           9           7   0.00000000    
           9           8   0.00000000    
           9           9   4.80000019    
           9          10   0.00000000    
           9          11  -1.00000000    
           9          12 -0.200000003    
           9          13   0.00000000    
           9          14  -1.00000000    
           9          15 -0.200000003    
          10           1   0.00000000    
          10           2   0.00000000    
          10           3   0.00000000    
          10           4   0.00000000    
          10           5   0.00000000    
          10           6   0.00000000    
          10           7   0.00000000    
          10           8   0.00000000    
          10           9   0.00000000    
          10          10   4.37894773    
          10          11 -0.410526335    
          10          12  -5.26315756E-02
          10          13 -0.463157892    
          10          14 -0.200000003    
          10          15   0.00000000    
          11           1   0.00000000    
          11           2   0.00000000    
          11           3   0.00000000    
          11           4   0.00000000    
          11           5   0.00000000    
          11           6   0.00000000    
          11           7   0.00000000    
          11           8   0.00000000    
          11           9   0.00000000    
          11          10   0.00000000    
          11          11   4.34446859    
          11          12  -1.09015799    
          11          13 -0.288793087    
          11          14 -0.427083343    
          11          15  -4.16666679E-02
          12           1   0.00000000    
          12           2   0.00000000    
          12           3   0.00000000    
          12           4   0.00000000    
          12           5   0.00000000    
          12           6   0.00000000    
          12           7   0.00000000    
          12           8   0.00000000    
          12           9   0.00000000    
          12          10   0.00000000    
          12          11   0.00000000    
          12          12   4.09969521    
          12          13 -0.504893899    
          12          14 -0.351238579    
          12          15 -0.418788761    
          13           1   0.00000000    
          13           2   0.00000000    
          13           3   0.00000000    
          13           4   0.00000000    
          13           5   0.00000000    
          13           6   0.00000000    
          13           7   0.00000000    
          13           8   0.00000000    
          13           9   0.00000000    
          13          10   0.00000000    
          13          11   0.00000000    
          13          12   0.00000000    
          13          13   4.02498960    
          13          14 -0.492800117    
          13          15 -0.254345268    
          14           1   0.00000000    
          14           2   0.00000000    
          14           3   0.00000000    
          14           4   0.00000000    
          14           5   0.00000000    
          14           6   0.00000000    
          14           7   0.00000000    
          14           8   0.00000000    
          14           9   0.00000000    
          14          10   0.00000000    
          14          11   0.00000000    
          14          12   0.00000000    
          14          13   0.00000000    
          14          14   4.05011940    
          14          15 -0.512782931    
          15           1   0.00000000    
          15           2   0.00000000    
          15           3   0.00000000    
          15           4   0.00000000    
          15           5   0.00000000    
          15           6   0.00000000    
          15           7   0.00000000    
          15           8   0.00000000    
          15           9   0.00000000    
          15          10   0.00000000    
          15          11   0.00000000    
          15          12   0.00000000    
          15          13   0.00000000    
          15          14   0.00000000    
          15          15   4.26749229    
